ts_ns	event	pid	ppid	comm	class	action
68494095661832	exit	472440	0		tool	none
68498732473939	fork	472993	395835	openclaw-gatewa	agent	pending
68498734451794	exec	472993	395835	sh	tool	moved:toolexec
68498734844915	fork	472994	472993		tool	moved:toolexec
68498734879259	fork	472995	472993	python3	tool	moved:toolexec
68498735076702	exit	472994	0		tool	none
68498735130747	exec	472995	472993	python3	tool	none
68509098699002	fork	474216	395835	openclaw-gatewa	agent	pending
68509100455302	exec	474216	0	sh	tool	moved:toolexec
68509100867145	exit	474216	0		tool	none
68518559745007	exit	472995	0		tool	none
68518560063550	exit	472993	0		tool	none
68524104041131	fork	475998	395835	openclaw-gatewa	agent	pending
68524105796612	exec	475998	0	sh	tool	moved:toolexec
68524106214592	exit	475998	0		tool	none
68539109319124	fork	477787	395835	openclaw-gatewa	agent	pending
68539111074412	exec	477787	0	sh	tool	moved:toolexec
68539111485960	exit	477787	0		tool	none
68541943795646	fork	478116	395835	openclaw-gatewa	agent	pending
68541945730662	exec	478116	395835	sh	tool	moved:toolexec
68541946095986	fork	478117	478116	python3	tool	moved:toolexec
68541946327935	exec	478117	478116	python3	tool	none
68542211700534	exit	478117	0		tool	none
68542211998921	exit	478116	0		tool	none
68554114452190	fork	479568	395835	openclaw-gatewa	agent	pending
68554116353978	exec	479568	0	sh	tool	moved:toolexec
68554116776898	exit	479568	0		tool	none
68569120388536	fork	481347	395835	openclaw-gatewa	agent	pending
68569122112310	exec	481347	0	sh	tool	moved:toolexec
68569122518058	exit	481347	0		tool	none
68584124970918	fork	483127	395835	openclaw-gatewa	agent	pending
68584126756941	exec	483127	0	sh	tool	moved:toolexec
68584127175654	exit	483127	0		tool	none
68592922723220	fork	484168	395835	openclaw-gatewa	agent	pending
68592924432976	exec	484168	395835	sh	tool	moved:toolexec
68592924841290	fork	484169	484168		tool	moved:toolexec
68592924873534	fork	484170	484168	python3	tool	moved:toolexec
68592924961531	exit	484169	0		tool	none
68592925124990	exec	484170	484168	python3	tool	none
68599131385646	fork	484909	395835	openclaw-gatewa	agent	pending
68599133151071	exec	484909	0	sh	tool	moved:toolexec
68599133575637	exit	484909	0		tool	none
68612683781142	exit	484170	0		tool	none
68612684037765	exit	484168	0		tool	none
68614137511573	fork	486707	395835	openclaw-gatewa	agent	pending
68614139300502	exec	486707	0	sh	tool	moved:toolexec
68614139717673	exit	486707	0		tool	none
68629142801323	fork	488487	395835	openclaw-gatewa	agent	pending
68629144582617	exec	488487	0	sh	tool	moved:toolexec
68629144990272	exit	488487	0		tool	none
68644148298095	fork	490289	395835	openclaw-gatewa	agent	pending
68644150007638	exec	490289	0	sh	tool	moved:toolexec
68644150414442	exit	490289	0		tool	none
68658291216802	fork	492519	395835	openclaw-gatewa	agent	pending
68658293094610	exec	492519	395835	sh	tool	moved:toolexec
1784125824778621143	resync	492520	492519	python3	tool	moved:toolexec
68658293466205	fork	492520	492519	python3	tool	moved:toolexec
68658293623584	exec	492520	492519	python3	tool	none
68658309747245	exit	492520	0		tool	none
68658309956626	exit	492519	0		tool	none
68659153429663	fork	492632	395835	openclaw-gatewa	agent	pending
68659155233836	exec	492632	0	sh	tool	moved:toolexec
68659155644090	exit	492632	0		tool	none
68674159439296	fork	494420	395835	openclaw-gatewa	agent	pending
68674161276040	exec	494420	0	sh	tool	moved:toolexec
68674161673619	exit	494420	0		tool	none
68681908408000	fork	495329	395835	openclaw-gatewa	agent	pending
68681910304427	exec	495329	395835	sh	tool	moved:toolexec
68681910704870	fork	495330	495329		tool	moved:toolexec
68681910738167	fork	495331	495329	python3	tool	moved:toolexec
68681910907283	exec	495331	495329	python3	tool	none
68681910940635	exit	495330	0		tool	none
68681927675156	exit	495331	0		tool	none
68681927890693	exit	495329	0		tool	none
68689165410545	fork	496203	395835	openclaw-gatewa	agent	pending
68689167210578	exec	496203	0	sh	tool	moved:toolexec
68689167621462	exit	496203	0		tool	none
68698242438310	exit	395887	0		agent	none
68698248229892	exit	395875	0		agent	none
68698448095402	exit	395823	0		agent	none
68698448128627	exit	395835	0		agent	none
68698465361696	exit	395351	0		agent	none
