# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 51K of event 'task-clock'
# Event count (approx.): 260417052875
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
# ........  .......  .................................................  .......................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  python   python3.10                                         [.] 0x00000000001504a2
     0.00%  python   python3.10                                         [.] 0x00000000001504bc
     0.00%  python   python3.10                                         [.] 0x00000000001504c0
     0.00%  python   python3.10                                         [.] 0x0000000000150522
     0.00%  python   python3.10                                         [.] 0x000000000015052c
     0.00%  python   python3.10                                         [.] 0x00000000001505ab
     0.00%  python   python3.10                                         [.] 0x00000000001505b0
     0.00%  python   python3.10                                         [.] 0x00000000001505e5
     0.00%  python   python3.10                                         [.] 0x0000000000150d08
     0.00%  python   python3.10                                         [.] 0x0000000000151614
     0.00%  python   python3.10                                         [.] 0x0000000000151632
     0.00%  python   python3.10                                         [.] 0x000000000015163e
     0.00%  python   python3.10                                         [.] 0x000000000015167f
     0.00%  python   python3.10                                         [.] 0x0000000000152023
     0.00%  python   python3.10                                         [.] 0x0000000000152069
     0.00%  python   python3.10                                         [.] 0x0000000000152082
     0.00%  python   python3.10                                         [.] 0x000000000015208f
     0.00%  python   python3.10                                         [.] 0x0000000000152092
     0.00%  python   python3.10                                         [.] 0x00000000001520b1
     0.00%  python   python3.10                                         [.] 0x00000000001520c8
     0.00%  python   python3.10                                         [.] 0x00000000001520d3
     0.00%  python   python3.10                                         [.] 0x00000000001520da
     0.00%  python   python3.10                                         [.] 0x00000000001520f2
     0.00%  python   python3.10                                         [.] 0x00000000001520f8
     0.00%  python   python3.10                                         [.] 0x0000000000152141
     0.00%  python   python3.10                                         [.] 0x0000000000152145
     0.00%  python   python3.10                                         [.] 0x000000000015214b
     0.00%  python   python3.10                                         [.] 0x0000000000152164
     0.00%  python   python3.10                                         [.] 0x0000000000152167
     0.00%  python   python3.10                                         [.] 0x000000000015216a
     0.00%  python   python3.10                                         [.] 0x0000000000152178
     0.00%  python   python3.10                                         [.] 0x0000000000152190
     0.00%  python   python3.10                                         [.] 0x0000000000152197
     0.00%  python   python3.10                                         [.] 0x00000000001521a5
     0.00%  python   python3.10                                         [.] 0x00000000001521b3
     0.00%  python   python3.10                                         [.] 0x00000000001521b6
     0.00%  python   python3.10                                         [.] 0x00000000001521c1
     0.00%  python   python3.10                                         [.] 0x00000000001521d0
     0.00%  python   python3.10                                         [.] 0x00000000001521dc
     0.00%  python   python3.10                                         [.] 0x00000000001521ee
     0.00%  python   python3.10                                         [.] 0x0000000000152206
     0.00%  python   python3.10                                         [.] 0x0000000000152217
     0.00%  python   python3.10                                         [.] 0x0000000000152236
     0.00%  python   python3.10                                         [.] 0x0000000000152261
     0.00%  python   python3.10                                         [.] 0x0000000000152265
     0.00%  python   python3.10                                         [.] 0x00000000001522a7
     0.00%  python   python3.10                                         [.] 0x00000000001522d7
     0.00%  python   python3.10                                         [.] 0x00000000001522f0
     0.00%  python   python3.10                                         [.] 0x000000000015233c
     0.00%  python   python3.10                                         [.] 0x000000000015234d
     0.00%  python   python3.10                                         [.] 0x0000000000152350
     0.00%  python   python3.10                                         [.] 0x000000000015236f
     0.00%  python   python3.10                                         [.] 0x0000000000152393
     0.00%  python   python3.10                                         [.] 0x00000000001523c0
     0.00%  python   python3.10                                         [.] 0x00000000001523c3
     0.00%  python   python3.10                                         [.] 0x00000000001523cd
     0.00%  python   python3.10                                         [.] 0x0000000000152413
     0.00%  python   python3.10                                         [.] 0x0000000000152420
     0.00%  python   python3.10                                         [.] 0x0000000000152446
     0.00%  python   python3.10                                         [.] 0x0000000000152469
     0.00%  python   python3.10                                         [.] 0x00000000001524c1
     0.00%  python   python3.10                                         [.] 0x00000000001524d0
     0.00%  python   python3.10                                         [.] 0x00000000001524eb
     0.00%  python   python3.10                                         [.] 0x000000000015250e
     0.00%  python   python3.10                                         [.] 0x0000000000152514
     0.00%  python   python3.10                                         [.] 0x000000000015251f
     0.00%  python   python3.10                                         [.] 0x000000000015252f
     0.00%  python   python3.10                                         [.] 0x0000000000152546
     0.00%  python   python3.10                                         [.] 0x0000000000152599
     0.00%  python   python3.10                                         [.] 0x00000000001525d0
     0.00%  python   python3.10                                         [.] 0x00000000001525da
     0.00%  python   python3.10                                         [.] 0x000000000015263a
     0.00%  python   python3.10                                         [.] 0x0000000000152647
     0.00%  python   python3.10                                         [.] 0x00000000001529e6
     0.00%  python   python3.10                                         [.] 0x00000000001529ed
     0.00%  python   python3.10                                         [.] 0x0000000000152a02
     0.00%  python   python3.10                                         [.] 0x0000000000152a0c
     0.00%  python   python3.10                                         [.] 0x0000000000152a2c
     0.00%  python   python3.10                                         [.] 0x0000000000152a33
     0.00%  python   python3.10                                         [.] 0x0000000000152a50
     0.00%  python   python3.10                                         [.] 0x0000000000152a91
     0.00%  python   python3.10                                         [.] 0x0000000000152ac2
     0.00%  python   python3.10                                         [.] 0x0000000000152ac9
     0.00%  python   python3.10                                         [.] 0x0000000000152ad4
     0.00%  python   python3.10                                         [.] 0x0000000000152b7c
     0.00%  python   python3.10                                         [.] 0x0000000000152b90
     0.00%  python   python3.10                                         [.] 0x0000000000152b9d
     0.00%  python   python3.10                                         [.] 0x0000000000152d8b
     0.00%  python   python3.10                                         [.] 0x0000000000152d8f
     0.00%  python   python3.10                                         [.] 0x0000000000152dc3
     0.00%  python   python3.10                                         [.] 0x0000000000152dca
     0.00%  python   python3.10                                         [.] 0x0000000000152e1a
     0.00%  python   python3.10                                         [.] 0x0000000000152e30
     0.00%  python   python3.10                                         [.] 0x0000000000152e43
     0.00%  python   python3.10                                         [.] 0x0000000000153195
     0.00%  python   python3.10                                         [.] 0x00000000001531cb
     0.00%  python   python3.10                                         [.] 0x00000000001531cd
     0.00%  python   python3.10                                         [.] 0x00000000001531e9
     0.00%  python   python3.10                                         [.] 0x00000000001531fa
     0.00%  python   python3.10                                         [.] 0x0000000000153215
     0.00%  python   python3.10                                         [.] 0x0000000000153240
     0.00%  python   python3.10                                         [.] 0x0000000000153250
     0.00%  python   python3.10                                         [.] 0x0000000000153256
     0.00%  python   python3.10                                         [.] 0x000000000015325c
     0.00%  python   python3.10                                         [.] 0x00000000001532b0
     0.00%  python   python3.10                                         [.] 0x00000000001532fd
     0.00%  python   python3.10                                         [.] 0x0000000000153392
     0.00%  python   python3.10                                         [.] 0x0000000000153402
     0.00%  python   python3.10                                         [.] 0x000000000015344e
     0.00%  python   python3.10                                         [.] 0x00000000001535a3
     0.00%  python   python3.10                                         [.] 0x0000000000153a6f
     0.00%  python   python3.10                                         [.] 0x0000000000153a72
     0.00%  python   python3.10                                         [.] 0x0000000000153c8e
     0.00%  python   python3.10                                         [.] 0x0000000000153caa
     0.00%  python   python3.10                                         [.] 0x0000000000153cb4
     0.00%  python   python3.10                                         [.] 0x0000000000153cbd
     0.00%  python   python3.10                                         [.] 0x0000000000153cf2
     0.00%  python   python3.10                                         [.] 0x0000000000153d0c
     0.00%  python   python3.10                                         [.] 0x0000000000153d20
     0.00%  python   python3.10                                         [.] 0x0000000000153d27
     0.00%  python   python3.10                                         [.] 0x0000000000153d3d
     0.00%  python   python3.10                                         [.] 0x0000000000153d40
     0.00%  python   python3.10                                         [.] 0x0000000000153d44
     0.00%  python   python3.10                                         [.] 0x0000000000153d5d
     0.00%  python   python3.10                                         [.] 0x0000000000153d7d
     0.00%  python   python3.10                                         [.] 0x0000000000153d80
     0.00%  python   python3.10                                         [.] 0x0000000000153d94
     0.00%  python   python3.10                                         [.] 0x0000000000153d99
     0.00%  python   python3.10                                         [.] 0x0000000000153da0
     0.00%  python   python3.10                                         [.] 0x0000000000153da9
     0.00%  python   python3.10                                         [.] 0x0000000000153e83
     0.00%  python   python3.10                                         [.] 0x0000000000153ea2
     0.00%  python   python3.10                                         [.] 0x0000000000153ed8
     0.00%  python   python3.10                                         [.] 0x000000000015722d
     0.00%  python   python3.10                                         [.] 0x000000000015727e
     0.00%  python   python3.10                                         [.] 0x000000000015730b
     0.00%  python   python3.10                                         [.] 0x0000000000157465
     0.00%  python   python3.10                                         [.] 0x0000000000157c00
     0.00%  python   python3.10                                         [.] 0x0000000000157f72
     0.00%  python   python3.10                                         [.] 0x0000000000158d60
     0.00%  python   python3.10                                         [.] 0x0000000000158d91
     0.00%  python   python3.10                                         [.] 0x0000000000158e66
     0.00%  python   python3.10                                         [.] 0x0000000000158eaf
     0.00%  python   python3.10                                         [.] 0x000000000015914e
     0.00%  python   python3.10                                         [.] 0x0000000000159197
     0.00%  python   python3.10                                         [.] 0x00000000001591a0
     0.00%  python   python3.10                                         [.] 0x00000000001591f9
     0.00%  python   python3.10                                         [.] 0x0000000000159247
     0.00%  python   python3.10                                         [.] 0x0000000000159261
     0.00%  python   python3.10                                         [.] 0x0000000000159278
     0.00%  python   python3.10                                         [.] 0x00000000001592bc
     0.00%  python   python3.10                                         [.] 0x00000000001592e2
     0.00%  python   python3.10                                         [.] 0x00000000001592ea
     0.00%  python   python3.10                                         [.] 0x0000000000159315
     0.00%  python   python3.10                                         [.] 0x0000000000159320
     0.00%  python   python3.10                                         [.] 0x0000000000159324
     0.00%  python   python3.10                                         [.] 0x0000000000159335
     0.00%  python   python3.10                                         [.] 0x0000000000159403
     0.00%  python   python3.10                                         [.] 0x000000000015943c
     0.00%  python   python3.10                                         [.] 0x0000000000159746
     0.00%  python   python3.10                                         [.] 0x000000000015a001
     0.00%  python   python3.10                                         [.] 0x000000000015a021
     0.00%  python   python3.10                                         [.] 0x000000000015a04f
     0.00%  python   python3.10                                         [.] 0x000000000015a053
     0.00%  python   python3.10                                         [.] 0x000000000015a07d
     0.00%  python   python3.10                                         [.] 0x000000000015a089
     0.00%  python   python3.10                                         [.] 0x000000000015a0c5
     0.00%  python   python3.10                                         [.] 0x000000000015a0ce
     0.00%  python   python3.10                                         [.] 0x000000000015a168
     0.00%  python   python3.10                                         [.] 0x000000000015ae5d
     0.00%  python   python3.10                                         [.] 0x000000000015ae63
     0.00%  python   python3.10                                         [.] 0x000000000015ae72
     0.00%  python   python3.10                                         [.] 0x000000000015ae90
     0.00%  python   python3.10                                         [.] 0x000000000015aeaa
     0.00%  python   python3.10                                         [.] 0x000000000015aed2
     0.00%  python   python3.10                                         [.] 0x000000000015aeeb
     0.00%  python   python3.10                                         [.] 0x000000000015aef0
     0.00%  python   python3.10                                         [.] 0x000000000015aefe
     0.00%  python   python3.10                                         [.] 0x000000000015af6b
     0.00%  python   python3.10                                         [.] 0x000000000015af6f
     0.00%  python   python3.10                                         [.] 0x000000000015af76
     0.00%  python   python3.10                                         [.] 0x000000000015af7c
     0.00%  python   python3.10                                         [.] 0x000000000015af88
     0.00%  python   python3.10                                         [.] 0x000000000015af95
     0.00%  python   python3.10                                         [.] 0x000000000015b00c
     0.00%  python   python3.10                                         [.] 0x000000000015b016
     0.00%  python   python3.10                                         [.] 0x000000000015b01f
     0.00%  python   python3.10                                         [.] 0x000000000015b033
     0.00%  python   python3.10                                         [.] 0x000000000015b04a
     0.00%  python   python3.10                                         [.] 0x000000000015b07b
     0.00%  python   python3.10                                         [.] 0x000000000015b096
     0.00%  python   python3.10                                         [.] 0x000000000015b0c3
     0.00%  python   python3.10                                         [.] 0x000000000015b0cf
     0.00%  python   python3.10                                         [.] 0x000000000015b0d4
     0.00%  python   python3.10                                         [.] 0x000000000015b0ee
     0.00%  python   python3.10                                         [.] 0x000000000015b105
     0.00%  python   python3.10                                         [.] 0x000000000015b12a
     0.00%  python   python3.10                                         [.] 0x000000000015b227
     0.00%  python   python3.10                                         [.] 0x000000000015b24b
     0.00%  python   python3.10                                         [.] 0x000000000015b27b
     0.00%  python   python3.10                                         [.] 0x000000000015b2a8
     0.00%  python   python3.10                                         [.] 0x000000000015b348
     0.00%  python   python3.10                                         [.] 0x000000000015b38a
     0.00%  python   python3.10                                         [.] 0x000000000015b444
     0.00%  python   python3.10                                         [.] 0x000000000015c32a
     0.00%  python   python3.10                                         [.] 0x000000000015c3b2
     0.00%  python   python3.10                                         [.] 0x000000000015c448
     0.00%  python   python3.10                                         [.] 0x000000000015c496
     0.00%  python   python3.10                                         [.] 0x000000000015c4dc
     0.00%  python   python3.10                                         [.] 0x000000000015c50d
     0.00%  python   python3.10                                         [.] 0x000000000015c512
     0.00%  python   python3.10                                         [.] 0x000000000015c535
     0.00%  python   python3.10                                         [.] 0x000000000015c53e
     0.00%  python   python3.10                                         [.] 0x000000000015c549
     0.00%  python   python3.10                                         [.] 0x000000000015c54d
     0.00%  python   python3.10                                         [.] 0x000000000015c5a0
     0.00%  python   python3.10                                         [.] 0x000000000015c5fa
     0.00%  python   python3.10                                         [.] 0x000000000015cc9d
     0.00%  python   python3.10                                         [.] 0x000000000015cca2
     0.00%  python   python3.10                                         [.] 0x000000000015ccab
     0.00%  python   python3.10                                         [.] 0x000000000015ccae
     0.00%  python   python3.10                                         [.] 0x000000000015ccb3
     0.00%  python   python3.10                                         [.] 0x000000000015ccb8
     0.00%  python   python3.10                                         [.] 0x000000000015ccd2
     0.00%  python   python3.10                                         [.] 0x000000000015ccd6
     0.00%  python   python3.10                                         [.] 0x000000000015ccea
     0.00%  python   python3.10                                         [.] 0x000000000015cced
     0.00%  python   python3.10                                         [.] 0x000000000015cdce
     0.00%  python   python3.10                                         [.] 0x000000000015ce0d
     0.00%  python   python3.10                                         [.] 0x000000000015ce81
     0.00%  python   python3.10                                         [.] 0x000000000015cf09
     0.00%  python   python3.10                                         [.] 0x000000000015cf63
     0.00%  python   python3.10                                         [.] 0x000000000015cf6d
     0.00%  python   python3.10                                         [.] 0x000000000015cf71
     0.00%  python   python3.10                                         [.] 0x000000000015cf93
     0.00%  python   python3.10                                         [.] 0x000000000015d02a
     0.00%  python   python3.10                                         [.] 0x000000000015d1ae
     0.00%  python   python3.10                                         [.] 0x000000000015d200
     0.00%  python   python3.10                                         [.] 0x000000000015d207
     0.00%  python   python3.10                                         [.] 0x000000000015d20c
     0.00%  python   python3.10                                         [.] 0x000000000015d245
     0.00%  python   python3.10                                         [.] 0x000000000015d5b8
     0.00%  python   python3.10                                         [.] 0x000000000015d5cb
     0.00%  python   python3.10                                         [.] 0x000000000015d5d8
     0.00%  python   python3.10                                         [.] 0x000000000015d5fe
     0.00%  python   python3.10                                         [.] 0x000000000015d660
     0.00%  python   python3.10                                         [.] 0x000000000015d669
     0.00%  python   python3.10                                         [.] 0x000000000015d675
     0.00%  python   python3.10                                         [.] 0x000000000015d68b
     0.00%  python   python3.10                                         [.] 0x000000000015d6bc
     0.00%  python   python3.10                                         [.] 0x000000000015d6c8
     0.00%  python   python3.10                                         [.] 0x000000000015d6d7
     0.00%  python   python3.10                                         [.] 0x000000000015d727
     0.00%  python   python3.10                                         [.] 0x000000000015d815
     0.00%  python   python3.10                                         [.] 0x000000000015d8c0
     0.00%  python   python3.10                                         [.] 0x000000000015d91f
     0.00%  python   python3.10                                         [.] 0x000000000015de3d
     0.00%  python   python3.10                                         [.] 0x000000000015de50
     0.00%  python   python3.10                                         [.] 0x000000000015de5e
     0.00%  python   python3.10                                         [.] 0x000000000015dea0
     0.00%  python   python3.10                                         [.] 0x000000000015deb0
     0.00%  python   python3.10                                         [.] 0x000000000015debd
     0.00%  python   python3.10                                         [.] 0x000000000015dec1
     0.00%  python   python3.10                                         [.] 0x000000000015ded3
     0.00%  python   python3.10                                         [.] 0x000000000015ded9
     0.00%  python   python3.10                                         [.] 0x000000000015dee3
     0.00%  python   python3.10                                         [.] 0x000000000015defa
     0.00%  python   python3.10                                         [.] 0x000000000015defd
     0.00%  python   python3.10                                         [.] 0x000000000015df00
     0.00%  python   python3.10                                         [.] 0x000000000015df05
     0.00%  python   python3.10                                         [.] 0x000000000015df30
     0.00%  python   python3.10                                         [.] 0x000000000015df81
     0.00%  python   python3.10                                         [.] 0x000000000015df93
     0.00%  python   python3.10                                         [.] 0x000000000015dfa8
     0.00%  python   python3.10                                         [.] 0x000000000015e04f
     0.00%  python   python3.10                                         [.] 0x000000000015e062
     0.00%  python   python3.10                                         [.] 0x000000000015e070
     0.00%  python   python3.10                                         [.] 0x000000000015e076
     0.00%  python   python3.10                                         [.] 0x000000000015e080
     0.00%  python   python3.10                                         [.] 0x000000000015e084
     0.00%  python   python3.10                                         [.] 0x000000000015e0ad
     0.00%  python   python3.10                                         [.] 0x000000000015e0c9
     0.00%  python   python3.10                                         [.] 0x000000000015e104
     0.00%  python   python3.10                                         [.] 0x000000000015e120
     0.00%  python   python3.10                                         [.] 0x000000000015e12c
     0.00%  python   python3.10                                         [.] 0x000000000015e13a
     0.00%  python   python3.10                                         [.] 0x000000000015e16e
     0.00%  python   python3.10                                         [.] 0x000000000015e21f
     0.00%  python   python3.10                                         [.] 0x000000000015e228
     0.00%  python   python3.10                                         [.] 0x000000000015e23c
     0.00%  python   python3.10                                         [.] 0x000000000015e2c6
     0.00%  python   python3.10                                         [.] 0x000000000015e2d5
     0.00%  python   python3.10                                         [.] 0x000000000015e2dd
     0.00%  python   python3.10                                         [.] 0x000000000015e300
     0.00%  python   python3.10                                         [.] 0x000000000015e312
     0.00%  python   python3.10                                         [.] 0x000000000015e31e
     0.00%  python   python3.10                                         [.] 0x000000000015e47f
     0.00%  python   python3.10                                         [.] 0x000000000015e494
     0.00%  python   python3.10                                         [.] 0x000000000015e4b0
     0.00%  python   python3.10                                         [.] 0x000000000015e4c2
     0.00%  python   python3.10                                         [.] 0x000000000015e502
     0.00%  python   python3.10                                         [.] 0x000000000015e525
     0.00%  python   python3.10                                         [.] 0x000000000015e55e
     0.00%  python   python3.10                                         [.] 0x000000000015e585
     0.00%  python   python3.10                                         [.] 0x000000000015e58d
     0.00%  python   python3.10                                         [.] 0x000000000015e591
     0.00%  python   python3.10                                         [.] 0x000000000015e5ae
     0.00%  python   python3.10                                         [.] 0x000000000015e5d5
     0.00%  python   python3.10                                         [.] 0x000000000015e5db
     0.00%  python   python3.10                                         [.] 0x000000000015e630
     0.00%  python   python3.10                                         [.] 0x000000000015e640
     0.00%  python   python3.10                                         [.] 0x000000000015e6f9
     0.00%  python   python3.10                                         [.] 0x000000000015e764
     0.00%  python   python3.10                                         [.] 0x000000000015e768
     0.00%  python   python3.10                                         [.] 0x000000000015e7bb
     0.00%  python   python3.10                                         [.] 0x000000000015e84d
     0.00%  python   python3.10                                         [.] 0x000000000015ea50
     0.00%  python   python3.10                                         [.] 0x000000000015ea58
     0.00%  python   python3.10                                         [.] 0x000000000015ea7c
     0.00%  python   python3.10                                         [.] 0x000000000015ee43
     0.00%  python   python3.10                                         [.] 0x000000000015ee58
     0.00%  python   python3.10                                         [.] 0x000000000015ee6a
     0.00%  python   python3.10                                         [.] 0x000000000015ee94
     0.00%  python   python3.10                                         [.] 0x000000000015eebd
     0.00%  python   python3.10                                         [.] 0x000000000015eede
     0.00%  python   python3.10                                         [.] 0x000000000015eeed
     0.00%  python   python3.10                                         [.] 0x000000000015f1a0
     0.00%  python   python3.10                                         [.] 0x000000000015f1c8
     0.00%  python   python3.10                                         [.] 0x000000000015f4bb
     0.00%  python   python3.10                                         [.] 0x0000000000161eef
     0.00%  python   python3.10                                         [.] 0x0000000000161f46
     0.00%  python   python3.10                                         [.] 0x0000000000161f64
     0.00%  python   python3.10                                         [.] 0x0000000000162110
     0.00%  python   python3.10                                         [.] 0x0000000000162123
     0.00%  python   python3.10                                         [.] 0x000000000016214a
     0.00%  python   python3.10                                         [.] 0x000000000016216b
     0.00%  python   python3.10                                         [.] 0x00000000001621b5
     0.00%  python   python3.10                                         [.] 0x0000000000162600
     0.00%  python   python3.10                                         [.] 0x000000000016263e
     0.00%  python   python3.10                                         [.] 0x00000000001626d0
     0.00%  python   python3.10                                         [.] 0x000000000016271e
     0.00%  python   python3.10                                         [.] 0x000000000016477a
     0.00%  python   python3.10                                         [.] 0x0000000000164801
     0.00%  python   python3.10                                         [.] 0x0000000000164804
     0.00%  python   python3.10                                         [.] 0x0000000000164842
     0.00%  python   python3.10                                         [.] 0x000000000016485e
     0.00%  python   python3.10                                         [.] 0x000000000016497a
     0.00%  python   python3.10                                         [.] 0x0000000000164c53
     0.00%  python   python3.10                                         [.] 0x0000000000164c7c
     0.00%  python   python3.10                                         [.] 0x0000000000164cf4
     0.00%  python   python3.10                                         [.] 0x0000000000164d73
     0.00%  python   python3.10                                         [.] 0x0000000000164d91
     0.00%  python   python3.10                                         [.] 0x0000000000164ec5
     0.00%  python   python3.10                                         [.] 0x0000000000165149
     0.00%  python   python3.10                                         [.] 0x0000000000165152
     0.00%  python   python3.10                                         [.] 0x0000000000165238
     0.00%  python   python3.10                                         [.] 0x0000000000165bae
     0.00%  python   python3.10                                         [.] 0x0000000000165bc0
     0.00%  python   python3.10                                         [.] 0x0000000000165be9
     0.00%  python   python3.10                                         [.] 0x0000000000165f8f
     0.00%  python   python3.10                                         [.] 0x0000000000165fa9
     0.00%  python   python3.10                                         [.] 0x000000000016601f
     0.00%  python   python3.10                                         [.] 0x00000000001660ad
     0.00%  python   python3.10                                         [.] 0x00000000001661a1
     0.00%  python   python3.10                                         [.] 0x0000000000166523
     0.00%  python   python3.10                                         [.] 0x00000000001665d7
     0.00%  python   python3.10                                         [.] 0x0000000000166652
     0.00%  python   python3.10                                         [.] 0x00000000001668a8
     0.00%  python   python3.10                                         [.] 0x0000000000166969
     0.00%  python   python3.10                                         [.] 0x0000000000166987
     0.00%  python   python3.10                                         [.] 0x0000000000166aec
     0.00%  python   python3.10                                         [.] 0x0000000000166ead
     0.00%  python   python3.10                                         [.] 0x00000000001671c2
     0.00%  python   python3.10                                         [.] 0x0000000000167946
     0.00%  python   python3.10                                         [.] 0x0000000000167956
     0.00%  python   python3.10                                         [.] 0x0000000000167996
     0.00%  python   python3.10                                         [.] 0x00000000001679db
     0.00%  python   python3.10                                         [.] 0x00000000001679e8
     0.00%  python   python3.10                                         [.] 0x0000000000167a19
     0.00%  python   python3.10                                         [.] 0x0000000000167a7a
     0.00%  python   python3.10                                         [.] 0x0000000000167a89
     0.00%  python   python3.10                                         [.] 0x0000000000167ce7
     0.00%  python   python3.10                                         [.] 0x0000000000167cf4
     0.00%  python   python3.10                                         [.] 0x0000000000167d00
     0.00%  python   python3.10                                         [.] 0x0000000000167d08
     0.00%  python   python3.10                                         [.] 0x0000000000167d0c
     0.00%  python   python3.10                                         [.] 0x0000000000167d4f
     0.00%  python   python3.10                                         [.] 0x0000000000168136
     0.00%  python   python3.10                                         [.] 0x000000000016818c
     0.00%  python   python3.10                                         [.] 0x00000000001681a5
     0.00%  python   python3.10                                         [.] 0x00000000001681b2
     0.00%  python   python3.10                                         [.] 0x0000000000168594
     0.00%  python   python3.10                                         [.] 0x00000000001685ab
     0.00%  python   python3.10                                         [.] 0x00000000001685d8
     0.00%  python   python3.10                                         [.] 0x00000000001686cb
     0.00%  python   python3.10                                         [.] 0x000000000016894f
     0.00%  python   python3.10                                         [.] 0x0000000000168957
     0.00%  python   python3.10                                         [.] 0x0000000000168960
     0.00%  python   python3.10                                         [.] 0x000000000016897c
     0.00%  python   python3.10                                         [.] 0x0000000000168980
     0.00%  python   python3.10                                         [.] 0x000000000016899b
     0.00%  python   python3.10                                         [.] 0x00000000001689a9
     0.00%  python   python3.10                                         [.] 0x00000000001689dc
     0.00%  python   python3.10                                         [.] 0x00000000001689e5
     0.00%  python   python3.10                                         [.] 0x0000000000168a0f
     0.00%  python   python3.10                                         [.] 0x0000000000168a22
     0.00%  python   python3.10                                         [.] 0x0000000000168a49
     0.00%  python   python3.10                                         [.] 0x0000000000168a65
     0.00%  python   python3.10                                         [.] 0x0000000000168a69
     0.00%  python   python3.10                                         [.] 0x0000000000168a6d
     0.00%  python   python3.10                                         [.] 0x0000000000168a82
     0.00%  python   python3.10                                         [.] 0x0000000000168a89
     0.00%  python   python3.10                                         [.] 0x0000000000168ad0
     0.00%  python   python3.10                                         [.] 0x0000000000168ade
     0.00%  python   python3.10                                         [.] 0x0000000000168ae8
     0.00%  python   python3.10                                         [.] 0x0000000000168b00
     0.00%  python   python3.10                                         [.] 0x0000000000168bf2
     0.00%  python   python3.10                                         [.] 0x0000000000168c6c
     0.00%  python   python3.10                                         [.] 0x0000000000168dab
     0.00%  python   python3.10                                         [.] 0x0000000000168e62
     0.00%  python   python3.10                                         [.] 0x0000000000168f0f
     0.00%  python   python3.10                                         [.] 0x0000000000168fe6
     0.00%  python   python3.10                                         [.] 0x000000000016937e
     0.00%  python   python3.10                                         [.] 0x0000000000169382
     0.00%  python   python3.10                                         [.] 0x000000000016939a
     0.00%  python   python3.10                                         [.] 0x00000000001693a7
     0.00%  python   python3.10                                         [.] 0x00000000001693b5
     0.00%  python   python3.10                                         [.] 0x00000000001693cc
     0.00%  python   python3.10                                         [.] 0x00000000001693e8
     0.00%  python   python3.10                                         [.] 0x00000000001693f1
     0.00%  python   python3.10                                         [.] 0x00000000001693f8
     0.00%  python   python3.10                                         [.] 0x0000000000169406
     0.00%  python   python3.10                                         [.] 0x0000000000169445
     0.00%  python   python3.10                                         [.] 0x0000000000169481
     0.00%  python   python3.10                                         [.] 0x0000000000169498
     0.00%  python   python3.10                                         [.] 0x00000000001694ae
     0.00%  python   python3.10                                         [.] 0x00000000001694db
     0.00%  python   python3.10                                         [.] 0x000000000016952d
     0.00%  python   python3.10                                         [.] 0x0000000000169536
     0.00%  python   python3.10                                         [.] 0x000000000016955c
     0.00%  python   python3.10                                         [.] 0x00000000001695a8
     0.00%  python   python3.10                                         [.] 0x00000000001695ac
     0.00%  python   python3.10                                         [.] 0x000000000016972b
     0.00%  python   python3.10                                         [.] 0x0000000000169745
     0.00%  python   python3.10                                         [.] 0x0000000000169760
     0.00%  python   python3.10                                         [.] 0x00000000001697a7
     0.00%  python   python3.10                                         [.] 0x00000000001697ae
     0.00%  python   python3.10                                         [.] 0x00000000001697b7
     0.00%  python   python3.10                                         [.] 0x00000000001697b9
     0.00%  python   python3.10                                         [.] 0x00000000001697c0
     0.00%  python   python3.10                                         [.] 0x00000000001697f8
     0.00%  python   python3.10                                         [.] 0x0000000000169800
     0.00%  python   python3.10                                         [.] 0x000000000016ae56
     0.00%  python   python3.10                                         [.] 0x000000000016ae62
     0.00%  python   python3.10                                         [.] 0x000000000016ae84
     0.00%  python   python3.10                                         [.] 0x000000000016ae8d
     0.00%  python   python3.10                                         [.] 0x000000000016af46
     0.00%  python   python3.10                                         [.] 0x000000000016af7d
     0.00%  python   python3.10                                         [.] 0x000000000016afba
     0.00%  python   python3.10                                         [.] 0x000000000016afd2
     0.00%  python   python3.10                                         [.] 0x000000000016afd5
     0.00%  python   python3.10                                         [.] 0x000000000016b01b
     0.00%  python   python3.10                                         [.] 0x000000000016b5c0
     0.00%  python   python3.10                                         [.] 0x000000000016b77e
     0.00%  python   python3.10                                         [.] 0x000000000016b78c
     0.00%  python   python3.10                                         [.] 0x000000000016b7b1
     0.00%  python   python3.10                                         [.] 0x000000000016b7c5
     0.00%  python   python3.10                                         [.] 0x000000000016b7ed
     0.00%  python   python3.10                                         [.] 0x000000000016b7fe
     0.00%  python   python3.10                                         [.] 0x000000000016b808
     0.00%  python   python3.10                                         [.] 0x000000000016b812
     0.00%  python   python3.10                                         [.] 0x000000000016b818
     0.00%  python   python3.10                                         [.] 0x000000000016b83b
     0.00%  python   python3.10                                         [.] 0x000000000016b840
